HR,COLOR,VMAG,GLON,GLAT
7359,ffffffff,1,113.75,8.71
7360,ffffffff,1,170.7,-19.67
7361,ffffffff,1,84.49,21.33
7362,ffffffff,1,165.97,-17.95
7363,ffffffff,1,165.42,-17.79
7364,ffffffff,1,125.43,2.32
7365,ffffffff,1,91.05,18.89
7366,ffffffff,1,147.62,-9.69
7367,ffffffff,1,155.86,-13.7
7368,ffffffff,1,113.93,8.38
7369,ffffffff,1,128.3,0.63
7370,ffffffff,1,-163.15,-26.9
7371,ffffffff,1,83.1,21.66
7372,ffffffff,1,117.1,6.63
7373,ffffffff,1,132.64,-1.86
7374,ffffffff,1,118.44,5.87
7375,ffffffff,1,163.23,-17.13
7376,ffffffff,1,110.96,9.74
7377,ffffffff,1,140.38,-6.13
7378,ffffffff,1,156.85,-14.37
7379,ffffffff,1,156.36,-14.21
7380,ffffffff,1,170.98,-20.21
7381,ffffffff,1,98.19,15.76
7382,ffffffff,1,104.61,12.82
7383,ffffffff,1,-147.32,-28.72
7384,ffffffff,1,125.25,2
7385,ffffffff,1,125.65,1.75
7386,ffffffff,1,121.14,4.18
7387,ffffffff,1,142.74,-7.64
7388,ffffffff,1,-161.97,-27.37
7389,ffffffff,1,131.51,-1.66
7390,ffffffff,1,125.31,1.74
7391,ffffffff,1,125.46,1.59
7392,ffffffff,1,-175.03,-24.84
7393,ffffffff,1,-162.35,-27.42
7394,ffffffff,1,58.06,27.51
7395,ffffffff,1,110.89,9.31
7396,ffffffff,1,130.27,-1.31
7397,ffffffff,1,140.21,-6.85
7398,ffffffff,1,168,-19.83
7399,ffffffff,1,173.09,-21.67
7400,ffffffff,1,141.01,-7.45
7401,ffffffff,1,90.57,18.45
7402,ffffffff,1,149.09,-11.62
7403,ffffffff,1,109.29,9.79
7404,ffffffff,1,142.5,-8.3
7405,ffffffff,1,121.01,3.4
7406,ffffffff,1,120.89,3.4
7407,ffffffff,1,129.79,-1.55
7408,ffffffff,1,95.98,16.01
7409,ffffffff,1,124.8,1.18
7410,ffffffff,1,162.34,-17.93
7411,ffffffff,1,-164.56,-27.45
7412,ffffffff,1,140.02,-7.26
7413,ffffffff,1,86.07,20.02
7414,ffffffff,1,145.07,-10
7415,ffffffff,1,139.5,-7.09
7416,ffffffff,1,-173.26,-25.97
7417,ffffffff,1,117.89,4.57
7418,ffffffff,1,117.88,4.57
7419,ffffffff,1,110.54,8.44
7420,ffffffff,1,96.39,15.45
7421,ffffffff,1,119.01,3.81
7422,ffffffff,1,-178.92,-24.81
7423,ffffffff,1,68.48,25.3
7424,ffffffff,1,-170.25,-26.89
7425,ffffffff,1,64.32,26.27
7426,ffffffff,1,112.03,7.44
7427,ffffffff,1,97.62,14.62
7428,ffffffff,1,92.49,16.87
7429,ffffffff,1,135.59,-6.01
7430,ffffffff,1,151.7,-14.44
7431,ffffffff,1,165.21,-20.3
7432,ffffffff,1,148.78,-13.17
7433,ffffffff,1,153.23,-15.26
7434,ffffffff,1,-159.28,-28.86
7435,ffffffff,1,-149.34,-29.51
7436,ffffffff,1,108,9.12
7437,ffffffff,1,124.65,-0.14
7438,ffffffff,1,139.4,-8.42
7439,ffffffff,1,159.43,-18.16
7440,ffffffff,1,165.32,-20.51
7441,ffffffff,1,116.13,4.5
7442,ffffffff,1,98.42,13.83
7443,ffffffff,1,158.77,-18.05
7444,ffffffff,1,104.62,10.62
7445,ffffffff,1,132.02,-4.65
7446,ffffffff,1,148.23,-13.29
7447,ffffffff,1,143.01,-10.66
7448,ffffffff,1,88.11,18.38
7449,ffffffff,1,129.16,-3.11
7450,ffffffff,1,77.38,22.41
7451,ffffffff,1,96.54,14.59
7452,ffffffff,1,122.01,0.91
7453,ffffffff,1,99.36,13.21
7454,ffffffff,1,154.95,-16.56
7455,ffffffff,1,-150.29,-29.68
7456,ffffffff,1,131.82,-4.75
7457,ffffffff,1,109.42,7.89
7458,ffffffff,1,123.93,-0.29
7459,ffffffff,1,-163.36,-28.71
7460,ffffffff,1,145.94,-12.42
7461,ffffffff,1,-173.53,-27.06
7462,ffffffff,1,78.68,21.89
7463,ffffffff,1,127.23,-2.32
7464,ffffffff,1,-179.88,-25.72
7465,ffffffff,1,97.35,13.93
7466,ffffffff,1,116,3.99
7467,ffffffff,1,108.03,8.37
7468,ffffffff,1,102.38,11.35
7469,ffffffff,1,97.34,13.85
7470,ffffffff,1,163.59,-20.64
7471,ffffffff,1,138.57,-8.94
7472,ffffffff,1,123.34,-0.41
7473,ffffffff,1,163.57,-20.7
7474,ffffffff,1,136.73,-8.07
7475,ffffffff,1,126.88,-2.71
7476,ffffffff,1,156.53,-18.07
7477,ffffffff,1,98.09,13.22
7478,ffffffff,1,115.05,3.97
7479,ffffffff,1,125.55,-2.14
7480,ffffffff,1,141.94,-11.24
7481,ffffffff,1,111.66,5.76
7482,ffffffff,1,123.36,-1
7483,ffffffff,1,103.84,10.03
7484,ffffffff,1,92.75,15.59
7485,ffffffff,1,120.52,0.56
7486,ffffffff,1,129.09,-4.41
7487,ffffffff,1,101,11.47
7488,ffffffff,1,125.9,-2.6
7489,ffffffff,1,156.18,-18.4
7490,ffffffff,1,121.55,-0.18
7491,ffffffff,1,177.88,-25.92
7492,ffffffff,1,103.5,9.95
7493,ffffffff,1,130.38,-5.44
7494,ffffffff,1,-132.46,-29.21
7495,ffffffff,1,101.29,11.07
7496,ffffffff,1,155.45,-18.36
7497,ffffffff,1,130.66,-5.7
7498,ffffffff,1,-142.6,-30.12
7499,ffffffff,1,105.9,8.4
7500,ffffffff,1,87.41,17.72
7501,ffffffff,1,115.4,2.92
7502,ffffffff,1,112.71,4.46
7503,ffffffff,1,96.66,13.21
7504,ffffffff,1,96.66,13.2
7505,ffffffff,1,114.19,3.52
7506,ffffffff,1,118.39,0.98
7507,ffffffff,1,171.75,-24.79
7508,ffffffff,1,117.18,1.61
7509,ffffffff,1,92.07,15.37
7510,ffffffff,1,-161.27,-30.01
7511,ffffffff,1,129.12,-5.4
7512,ffffffff,1,111.08,5.11
7513,ffffffff,1,-149.18,-30.5
7514,ffffffff,1,104.39,8.83
7515,ffffffff,1,159.35,-20.67
7516,ffffffff,1,143.39,-13.42
7517,ffffffff,1,108.24,6.6
7518,ffffffff,1,115.24,2.51
7519,ffffffff,1,133.99,-8.42
7520,ffffffff,1,110.78,5.1
7521,ffffffff,1,-165.27,-29.79
7522,ffffffff,1,89.61,16.33
7523,ffffffff,1,105.23,8.15
7524,ffffffff,1,-150.58,-30.65
7525,ffffffff,1,131.27,-7.08
7526,ffffffff,1,90.5,15.86
7527,ffffffff,1,-155.85,-30.57
7528,ffffffff,1,101.29,10.24
7529,ffffffff,1,109.21,5.74
7530,ffffffff,1,110.13,5.17
7531,ffffffff,1,-158.02,-30.55
7532,ffffffff,1,153.28,-18.63
7533,ffffffff,1,118.61,0.08
7534,ffffffff,1,111.19,4.44
7535,ffffffff,1,111.9,3.99
7536,ffffffff,1,124.23,-3.38
7537,ffffffff,1,-171.37,-29.27
7538,ffffffff,1,168.25,-24.46
7540,ffffffff,1,118.26,-0.02
7541,ffffffff,1,150.47,-17.66
7542,ffffffff,1,130.93,-7.52
7543,ffffffff,1,107.01,6.57
7544,ffffffff,1,129.92,-7.01
7545,ffffffff,1,78.63,20.78
7546,ffffffff,1,123.52,-3.4
7547,ffffffff,1,98.6,11.19
7548,ffffffff,1,-162.94,-30.54
7549,ffffffff,1,-162.93,-30.55
7550,ffffffff,1,109.58,4.81
7551,ffffffff,1,111.19,3.85
7552,ffffffff,1,179.97,-28.05
7553,ffffffff,1,150.17,-18
7554,ffffffff,1,133.17,-9.28
7555,ffffffff,1,106.55,6.39
7556,ffffffff,1,115.39,1.13
7557,ffffffff,1,132.26,-8.91
7558,ffffffff,1,-155.74,-31.09
7559,ffffffff,1,142.38,-14.4
7560,ffffffff,1,130.86,-8.19
7561,ffffffff,1,158.08,-21.67
7562,ffffffff,1,131.52,-8.64
7563,ffffffff,1,79.42,20.24
7564,ffffffff,1,111.46,3.28
7565,ffffffff,1,120.28,-2.07
7566,ffffffff,1,106.43,6.2
7567,ffffffff,1,104.78,7.13
7568,ffffffff,1,107.19,5.72
7569,ffffffff,1,129.67,-7.82
7570,ffffffff,1,139.07,-13.07
7571,ffffffff,1,153.62,-20.12
7572,ffffffff,1,130.77,-8.49
7573,ffffffff,1,118.12,-1.04
7574,ffffffff,1,123.52,-4.33
7575,ffffffff,1,142.73,-15.18
7576,ffffffff,1,93.77,13.14
7577,ffffffff,1,98.75,10.36
7578,ffffffff,1,162.82,-23.91
7579,ffffffff,1,-146.39,-31.18
7580,ffffffff,1,135.9,-11.65
7581,ffffffff,1,-177.97,-29.11
7582,ffffffff,1,77.57,20.83
7583,ffffffff,1,108.24,4.76
7584,ffffffff,1,147.72,-17.8
7585,ffffffff,1,172.34,-26.95
7586,ffffffff,1,-159.54,-31.31
7587,ffffffff,1,-158.4,-31.36
7588,ffffffff,1,-146.85,-31.23
7589,ffffffff,1,99.01,10.09
7590,ffffffff,1,-142.02,-30.9
7591,ffffffff,1,98.19,10.51
7592,ffffffff,1,118.73,-1.79
7593,ffffffff,1,147.34,-17.76
7594,ffffffff,1,147.35,-17.77
7595,ffffffff,1,132.19,-9.85
7596,ffffffff,1,139.45,-13.92
7597,ffffffff,1,165.14,-25.04
7598,ffffffff,1,133.3,-10.6
7599,ffffffff,1,145.85,-17.26
7600,ffffffff,1,98.23,10.32
7601,ffffffff,1,118.4,-1.87
7602,ffffffff,1,133.87,-11.09
7603,ffffffff,1,-148.96,-31.52
7604,ffffffff,1,165.95,-25.56
7605,ffffffff,1,177.67,-28.74
7606,ffffffff,1,107.5,4.61
7607,ffffffff,1,113.3,1.05
7608,ffffffff,1,89.45,14.91
7609,ffffffff,1,124.83,-6.12
7610,ffffffff,1,129.34,-8.8
7611,ffffffff,1,87.42,15.87
7612,ffffffff,1,-148.95,-31.67
7613,ffffffff,1,106.1,5.19
7614,ffffffff,1,153.98,-21.54
7615,ffffffff,1,108.98,3.36
7616,ffffffff,1,120.95,-4.08
7617,ffffffff,1,169.38,-27.01
7618,ffffffff,1,164.77,-25.67
7619,ffffffff,1,93.89,12.21
7620,ffffffff,1,107.94,3.89
7621,ffffffff,1,-169.59,-31.19
7622,ffffffff,1,124.48,-6.4
7623,ffffffff,1,174.48,-28.47
7624,ffffffff,1,173.83,-28.34
7625,ffffffff,1,-157.85,-31.96
7626,ffffffff,1,88.65,15
7627,ffffffff,1,-176.85,-30.27
7628,ffffffff,1,104.35,5.93
7629,ffffffff,1,177.14,-29.15
7630,ffffffff,1,-174.49,-30.68
7631,ffffffff,1,172.71,-28.18
7632,ffffffff,1,95.18,11.31
7633,ffffffff,1,88.07,15.21
7634,ffffffff,1,90.02,14.15
7635,ffffffff,1,122.03,-5.21
7636,ffffffff,1,137.89,-14.42
7637,ffffffff,1,148.4,-19.66
7638,ffffffff,1,102.64,6.79
7639,ffffffff,1,-179.42,-30.04
7640,ffffffff,1,112.23,0.82
7641,ffffffff,1,118.89,-3.41
7642,ffffffff,1,106.16,4.54
7643,ffffffff,1,160.96,-25.02
7644,ffffffff,1,-148.48,-31.98
7645,ffffffff,1,123.57,-6.49
7646,ffffffff,1,99.47,8.37
7647,ffffffff,1,106.93,3.76
7648,ffffffff,1,131.26,-11.25
7649,ffffffff,1,151.73,-21.69
7650,ffffffff,1,166.08,-26.93
7651,ffffffff,1,93.96,11.54
7652,ffffffff,1,177.23,-29.84
7653,ffffffff,1,114.7,-1.34
7654,ffffffff,1,83.58,17.09
7655,ffffffff,1,106.74,3.56
7656,ffffffff,1,117.13,-3.02
7657,ffffffff,1,116.98,-3
7658,ffffffff,1,160.61,-25.48
7659,ffffffff,1,170.66,-28.55
7660,ffffffff,1,95.51,10.28
7661,ffffffff,1,145.54,-19.52
7662,ffffffff,1,122.33,-6.63
7663,ffffffff,1,-149.57,-32.36
7664,ffffffff,1,124.42,-7.97
7665,ffffffff,1,-149.79,-32.4
7666,ffffffff,1,77.09,20.06
7667,ffffffff,1,139.17,-16.51
7668,ffffffff,1,171.62,-29.04
7669,ffffffff,1,131.99,-12.57
7670,ffffffff,1,112.59,-0.66
7671,ffffffff,1,149.4,-21.53
7672,ffffffff,1,123.44,-7.55
7673,ffffffff,1,-165.55,-32.57
7674,ffffffff,1,-163.02,-32.69
7675,ffffffff,1,150.41,-22.06
7676,ffffffff,1,82.23,17.38
7677,ffffffff,1,118.09,-4.49
7678,ffffffff,1,110.51,0.39
7679,ffffffff,1,120.82,-6.23
7680,ffffffff,1,124.64,-8.64
7681,ffffffff,1,142.08,-18.48
7682,ffffffff,1,82.36,17.21
7683,ffffffff,1,105.16,3.64
7684,ffffffff,1,96.88,8.88
7685,ffffffff,1,79.3,18.64
7686,ffffffff,1,71.06,22.48
7687,ffffffff,1,93.69,10.65
7688,ffffffff,1,117.52,-4.65
7689,ffffffff,1,107.14,2.1
7690,ffffffff,1,138.7,-17.29
7691,ffffffff,1,-160.04,-33.2
7692,ffffffff,1,89.7,12.9
7693,ffffffff,1,129.65,-12.29
7694,ffffffff,1,147.52,-21.65
7695,ffffffff,1,82.92,16.64
7696,ffffffff,1,123.29,-8.58
7697,ffffffff,1,92.44,11.18
7698,ffffffff,1,-130,-29.6
7699,ffffffff,1,108.31,1.03
7700,ffffffff,1,128.38,-11.78
7701,ffffffff,1,84.61,15.65
7702,ffffffff,1,94.92,9.54
7703,ffffffff,1,174.74,-30.91
7704,ffffffff,1,79.06,18.54
7705,ffffffff,1,119.45,-6.68
7706,ffffffff,1,-177.57,-32.39
7707,ffffffff,1,-152.97,-33.29
7708,ffffffff,1,106.09,2.04
7709,ffffffff,1,146.03,-21.71
7710,ffffffff,1,138.42,-18.08
7711,ffffffff,1,114.29,-3.57
7712,ffffffff,1,149.42,-23.39
7713,ffffffff,1,119.1,-6.79
7714,ffffffff,1,-166.13,-33.6
7715,ffffffff,1,149.59,-23.59
7716,ffffffff,1,118.43,-6.45
7717,ffffffff,1,136.7,-17.56
7718,ffffffff,1,114.22,-3.85
7719,ffffffff,1,114.47,-4.07
7720,ffffffff,1,138.35,-18.6
7721,ffffffff,1,96.63,7.54
7722,ffffffff,1,164.38,-29.38
7723,ffffffff,1,116.15,-5.61
7724,ffffffff,1,123.76,-10.61
7725,ffffffff,1,167.62,-30.36
7726,ffffffff,1,93.4,9.47
7727,ffffffff,1,84.17,15.08
7728,ffffffff,1,174.91,-32.02
7729,ffffffff,1,173.46,-31.76
7730,ffffffff,1,97.29,6.87
7731,ffffffff,1,112.34,-3.27
7732,ffffffff,1,-153.13,-33.82
7733,ffffffff,1,100.15,4.93
7734,ffffffff,1,105.77,1.14
7735,ffffffff,1,97.32,6.78
7736,ffffffff,1,105.55,1.17
7737,ffffffff,1,101.15,4.13
7738,ffffffff,1,148.88,-24.35
7739,ffffffff,1,114.81,-5.17
7740,ffffffff,1,88.92,12.06
7741,ffffffff,1,116.53,-6.36
7742,ffffffff,1,85.34,14.16
7743,ffffffff,1,108.01,-0.68
7744,ffffffff,1,112.89,-4.04
7745,ffffffff,1,-171.87,-34.08
7746,ffffffff,1,118.04,-7.57
7747,ffffffff,1,148.91,-24.7
7748,ffffffff,1,158.5,-28.31
7749,ffffffff,1,-172.03,-34.13
7750,ffffffff,1,69.62,22.5
7751,ffffffff,1,96.33,7.05
7752,ffffffff,1,103.64,2.08
7753,ffffffff,1,115.39,-5.97
7754,ffffffff,1,148.9,-24.81
7755,ffffffff,1,94.18,8.38
7756,ffffffff,1,98.07,5.8
7757,ffffffff,1,105.13,0.99
7758,ffffffff,1,-162.99,-34.54
7759,ffffffff,1,102.33,2.76
7760,ffffffff,1,111.57,-3.62
7761,ffffffff,1,155.52,-27.66
7762,ffffffff,1,100.31,3.99
7763,ffffffff,1,104.17,1.32
7764,ffffffff,1,166.4,-31.11
7765,ffffffff,1,173.78,-32.75
7766,ffffffff,1,-169.13,-34.67
7767,ffffffff,1,101.9,2.78
7768,ffffffff,1,137.6,-20.06
7769,ffffffff,1,104.95,0.63
7770,ffffffff,1,106.6,-0.54
7771,ffffffff,1,124.78,-12.74
7772,ffffffff,1,142.53,-22.67
7773,ffffffff,1,148.83,-25.48
7774,ffffffff,1,124.43,-12.67
7775,ffffffff,1,150.88,-26.32
7776,ffffffff,1,150.85,-26.37
7777,ffffffff,1,97.18,5.8
7778,ffffffff,1,123.5,-12.19
7779,ffffffff,1,-178.75,-34.13
7780,ffffffff,1,120.74,-10.44
7781,ffffffff,1,89.55,10.84
7782,ffffffff,1,104.69,0.48
7783,ffffffff,1,79.55,16.92
7784,ffffffff,1,102.77,1.69
7785,ffffffff,1,-132.42,-30.69
7786,ffffffff,1,96.65,5.93
7787,ffffffff,1,-178.34,-34.44
7788,ffffffff,1,145.45,-24.7
7789,ffffffff,1,114.91,-7.09
7790,ffffffff,1,-160.91,-35.19
7791,ffffffff,1,90.92,9.6
7792,ffffffff,1,83.52,14.36
7793,ffffffff,1,123.18,-12.71
7794,ffffffff,1,131.25,-17.63
7795,ffffffff,1,101.15,2.39
7796,ffffffff,1,101.85,1.87
7797,ffffffff,1,109.19,-3.33
7798,ffffffff,1,97.3,5.04
7799,ffffffff,1,179.65,-34.58
7800,ffffffff,1,101.16,2.22
7801,ffffffff,1,165.45,-32.01
7802,ffffffff,1,99.54,3.32
7803,ffffffff,1,134.97,-20.09
7804,ffffffff,1,77.57,17.72
7805,ffffffff,1,81.9,15.11
7806,ffffffff,1,108.28,-3.02
7807,ffffffff,1,103.96,0.04
7808,ffffffff,1,175.54,-34.26
7809,ffffffff,1,138.46,-22.19
7810,ffffffff,1,126.7,-15.71
7811,ffffffff,1,116.98,-9.48
7812,ffffffff,1,-131.99,-30.75
7813,ffffffff,1,118.23,-10.41
7814,ffffffff,1,153.78,-29.08
7815,ffffffff,1,90.62,9.08
7816,ffffffff,1,120.34,-11.91
7817,ffffffff,1,173.31,-34.31
7818,ffffffff,1,85.45,12.38
7819,ffffffff,1,151.03,-28.46
7820,ffffffff,1,127.81,-17.07
7821,ffffffff,1,138.64,-23.05
7822,ffffffff,1,153.2,-29.27
7823,ffffffff,1,106.14,-2.34
7824,ffffffff,1,132.76,-19.95
7825,ffffffff,1,158.1,-31.01
7826,ffffffff,1,102.74,-0.02
7827,ffffffff,1,87.87,10.59
7828,ffffffff,1,93.86,6.4
7829,ffffffff,1,153.93,-29.78
7830,ffffffff,1,153.92,-29.78
7831,ffffffff,1,138.03,-23.1
7832,ffffffff,1,165.58,-33.29
7833,ffffffff,1,117.59,-10.94
7834,ffffffff,1,109.09,-5.04
7835,ffffffff,1,104.15,-1.47
7836,ffffffff,1,125.34,-16.21
7837,ffffffff,1,150.06,-28.71
7838,ffffffff,1,-145.19,-34.32
7839,ffffffff,1,116.94,-10.95
7840,ffffffff,1,124.9,-16.21
7841,ffffffff,1,96.4,3.99
7842,ffffffff,1,160.67,-32.54
7843,ffffffff,1,88.11,9.92
7844,ffffffff,1,93.93,5.74
7845,ffffffff,1,144.55,-26.86
7846,ffffffff,1,-176,-36.45
7847,ffffffff,1,103.56,-1.45
7848,ffffffff,1,-156.04,-36.09
7849,ffffffff,1,112.49,-8.15
7850,ffffffff,1,82.24,13.8
7851,ffffffff,1,93.59,5.73
7852,ffffffff,1,124.58,-16.59
7853,ffffffff,1,176.06,-35.94
7854,ffffffff,1,91.06,7.53
7855,ffffffff,1,148.32,-28.88
7856,ffffffff,1,166.92,-34.44
7857,ffffffff,1,125.58,-17.41
7858,ffffffff,1,122.98,-15.8
7859,ffffffff,1,-154.83,-36.18
7860,ffffffff,1,87.33,10.06
7861,ffffffff,1,98.31,1.96
7862,ffffffff,1,116.19,-11.35
7863,ffffffff,1,-137.51,-32.78
7864,ffffffff,1,-138.45,-33.05
7865,ffffffff,1,151.14,-30.27
7866,ffffffff,1,104.57,-2.93
7867,ffffffff,1,99.34,0.98
7868,ffffffff,1,73.83,18.88
7869,ffffffff,1,-172.57,-37.21
7870,ffffffff,1,95.38,3.89
7871,ffffffff,1,121.37,-15.16
7872,ffffffff,1,-153.09,-36.2
7873,ffffffff,1,136.79,-24.49
7874,ffffffff,1,111.87,-8.87
7875,ffffffff,1,-155.98,-36.63
7876,ffffffff,1,91.11,6.83
7877,ffffffff,1,160.46,-33.67
7878,ffffffff,1,134.19,-23.32
7879,ffffffff,1,71.57,20.04
7880,ffffffff,1,111.27,-8.7
7881,ffffffff,1,-148.39,-35.58
7882,ffffffff,1,121.12,-15.65
7883,ffffffff,1,123.87,-17.5
7884,ffffffff,1,135.19,-24.14
7885,ffffffff,1,107.08,-5.73
7886,ffffffff,1,117.95,-13.63
7887,ffffffff,1,107.11,-5.76
7888,ffffffff,1,101.69,-1.64
7889,ffffffff,1,149.06,-30.5
7890,ffffffff,1,136.33,-24.97
7891,ffffffff,1,115.41,-12.05
7892,ffffffff,1,122.05,-16.61
7893,ffffffff,1,170.15,-36.23
7894,ffffffff,1,113,-10.35
7895,ffffffff,1,113.35,-10.61
7896,ffffffff,1,124.82,-18.47
7897,ffffffff,1,133.53,-23.58
7898,ffffffff,1,158.75,-33.77
7899,ffffffff,1,119.84,-15.25
7900,ffffffff,1,152.43,-31.87
7901,ffffffff,1,65.59,23.36
7902,ffffffff,1,162.03,-34.7
7903,ffffffff,1,114.8,-11.82
7904,ffffffff,1,107.88,-6.72
7905,ffffffff,1,150.18,-31.23
7906,ffffffff,1,119.7,-15.32
7907,ffffffff,1,123.69,-17.99
7908,ffffffff,1,65.89,23.16
7909,ffffffff,1,167.87,-36.07
7910,ffffffff,1,161.21,-34.69
7911,ffffffff,1,99.65,-0.61
7912,ffffffff,1,95.63,2.52
7913,ffffffff,1,-148.96,-36.01
7914,ffffffff,1,116.15,-13.22
7915,ffffffff,1,177.63,-37.67
7916,ffffffff,1,87.37,8.8
7917,ffffffff,1,108.1,-7.32
7918,ffffffff,1,120.6,-16.4
7919,ffffffff,1,97.31,1.08
7920,ffffffff,1,-166.69,-38.16
7921,ffffffff,1,106.04,-5.88
7922,ffffffff,1,100.66,-1.74
7923,ffffffff,1,118,-14.85
7924,ffffffff,1,95.72,2
7925,ffffffff,1,83.59,11.33
7926,ffffffff,1,98.47,-0.26
7927,ffffffff,1,103.36,-4.18
7928,ffffffff,1,119.86,-16.55
7929,ffffffff,1,91.63,4.99
7930,ffffffff,1,63.44,24.35
7931,ffffffff,1,162.4,-35.85
7932,ffffffff,1,103.13,-4.26
7933,ffffffff,1,177.09,-38.29
7934,ffffffff,1,-145.77,-35.7
7935,ffffffff,1,173.21,-37.9
7936,ffffffff,1,159.99,-35.5
7937,ffffffff,1,155.62,-34.37
7938,ffffffff,1,83.34,11.16
7939,ffffffff,1,111.18,-10.81
7940,ffffffff,1,86.12,9
7941,ffffffff,1,117.02,-15.2
7942,ffffffff,1,106.7,-7.63
7943,ffffffff,1,-176.83,-39.02
7944,ffffffff,1,86.53,8.5
7945,ffffffff,1,78.28,14.68
7946,ffffffff,1,135.34,-26.72
7947,ffffffff,1,118.51,-16.57
7948,ffffffff,1,118.5,-16.58
7949,ffffffff,1,104.06,-5.71
7950,ffffffff,1,142.32,-30.1
7951,ffffffff,1,137.76,-28.09
7952,ffffffff,1,-173.95,-39.24
7953,ffffffff,1,127.22,-22.5
7954,ffffffff,1,129.71,-23.93
7955,ffffffff,1,85.57,9.06
7956,ffffffff,1,103.61,-5.62
7957,ffffffff,1,82.14,11.64
7958,ffffffff,1,94.17,2.06
7959,ffffffff,1,-153.32,-37.62
7960,ffffffff,1,-153.32,-37.62
7961,ffffffff,1,160.35,-36.34
7962,ffffffff,1,89.13,6.12
7963,ffffffff,1,101.92,-4.34
7964,ffffffff,1,151.37,-33.89
7965,ffffffff,1,170.12,-38.26
7966,ffffffff,1,94.84,1.37
7967,ffffffff,1,75.59,16.37
7968,ffffffff,1,-166.98,-39.34
7969,ffffffff,1,93.03,2.72
7970,ffffffff,1,167.92,-38.12
7971,ffffffff,1,175.32,-39.06
7972,ffffffff,1,89.45,5.58
7973,ffffffff,1,121.14,-19.23
7974,ffffffff,1,125.25,-21.9
7975,ffffffff,1,127.33,-23.2
7976,ffffffff,1,145.17,-32.07
7977,ffffffff,1,94.25,1.49
7978,ffffffff,1,89.76,5.17
7979,ffffffff,1,169.27,-38.57
7980,ffffffff,1,161.54,-37.18
7981,ffffffff,1,116.3,-16.21
7982,ffffffff,1,137.87,-29.18
7983,ffffffff,1,93.72,1.71
7984,ffffffff,1,95.71,0.03
7985,ffffffff,1,137.65,-29.28
7986,ffffffff,1,-158.16,-38.85
7987,ffffffff,1,177.7,-39.76
7988,ffffffff,1,107.87,-10.15
7989,ffffffff,1,157.67,-36.58
7990,ffffffff,1,141.16,-30.98
7991,ffffffff,1,166.11,-38.4
7992,ffffffff,1,-168.07,-39.89
7993,ffffffff,1,80.06,12.61
7994,ffffffff,1,143.85,-32.2
7995,ffffffff,1,108.69,-10.98
7996,ffffffff,1,104.17,-7.36
7997,ffffffff,1,162.61,-37.93
7998,ffffffff,1,138.81,-30.33
7999,ffffffff,1,106.53,-9.56
8000,ffffffff,1,150.67,-35.06
8001,ffffffff,1,95.1,-0.19
8002,ffffffff,1,64.27,23.46
8003,ffffffff,1,94.48,0.31
8004,ffffffff,1,96.59,-1.49
8005,ffffffff,1,103.46,-7.29
8006,ffffffff,1,133.12,-27.92
8007,ffffffff,1,107.25,-10.48
8008,ffffffff,1,107.59,-10.8
8009,ffffffff,1,97.79,-2.72
8010,ffffffff,1,127.42,-24.94
8011,ffffffff,1,119.23,-19.74
8012,ffffffff,1,120.22,-20.42
8013,ffffffff,1,160.41,-38.09
8014,ffffffff,1,135.12,-29.25
8015,ffffffff,1,141.37,-32.24
8016,ffffffff,1,65.99,22.27
8017,ffffffff,1,131.05,-27.42
8018,ffffffff,1,148.22,-35
8019,ffffffff,1,-145.99,-36.94
8020,ffffffff,1,92.49,1.42
8021,ffffffff,1,-135.96,-33.65
8022,ffffffff,1,89.66,3.73
8023,ffffffff,1,94.3,-0.3
8024,ffffffff,1,146.36,-34.63
8025,ffffffff,1,89.9,3.49
8026,ffffffff,1,91.07,2.49
8027,ffffffff,1,-167.25,-40.75
8028,ffffffff,1,97.09,-2.82
8029,ffffffff,1,85.18,7.47
8030,ffffffff,1,121.31,-21.98
8031,ffffffff,1,172.75,-40.63
8032,ffffffff,1,111.64,-15.04
8033,ffffffff,1,151.46,-36.52
8034,ffffffff,1,127.13,-25.78
8035,ffffffff,1,94.45,-0.83
8036,ffffffff,1,96.34,-2.51
8037,ffffffff,1,115.95,-18.71
8038,ffffffff,1,124.03,-24.2
8039,ffffffff,1,167.66,-40.34
8040,ffffffff,1,89.89,3.06
8041,ffffffff,1,135.7,-30.75
8042,ffffffff,1,-178.19,-41.49
8043,ffffffff,1,69.86,19.35
8044,ffffffff,1,113.77,-17.29
8045,ffffffff,1,160.78,-39.32
8046,ffffffff,1,175.85,-41.35
8047,ffffffff,1,91.97,0.97
8048,ffffffff,1,175.97,-41.46
8049,ffffffff,1,82.94,8.79
8050,ffffffff,1,161.75,-39.83
8051,ffffffff,1,100.49,-6.77
8052,ffffffff,1,-136.7,-34.23
8053,ffffffff,1,92.85,-0.1
8054,ffffffff,1,131.55,-29.38
8055,ffffffff,1,-162.58,-40.96
8056,ffffffff,1,129.15,-28.11
8057,ffffffff,1,117.23,-20.58
8058,ffffffff,1,136.34,-32.04
8059,ffffffff,1,136.34,-32.04
8060,ffffffff,1,151.95,-37.86
8061,ffffffff,1,-140.01,-35.61
8062,ffffffff,1,93.73,-1.17
8063,ffffffff,1,98.25,-5.32
8064,ffffffff,1,92.89,-0.52
8065,ffffffff,1,84.82,6.72
8066,ffffffff,1,125.17,-26.26
8067,ffffffff,1,127.55,-27.69
